user_id,persona,age,gender,sleep_avg_hours,screen_time_hours,work_study_hours,wellness_points,primary_stressors,stress_score
usr_03107,Working Woman,37,Female,5.9,1.7,10.8,89,"Relationship Friction, Career-Home Balance, Sleep Deprivation, Invisible Load, Imposter Syndrome",0.673
usr_03108,Corporate,52,Male,6.5,6.2,9.8,43,"Clinical Anxiety, Manager Toxicity, Financial Pressure, Time Management, Burnout",0.842
usr_03109,Corporate,44,Male,5.9,5.3,5.8,45,"Manager Toxicity, Burnout, Sedentary Lifestyle, Meeting Fatigue",0.622
usr_03110,Working Woman,44,Female,5.8,3.6,9.2,62,"Invisible Load, Relationship Friction, Career-Home Balance, Burnout, Sleep Deprivation",0.788
usr_03111,Teen,18,Female,8.2,6.1,4.2,43,"Academic Overload, Time Management, Peer Pressure, Depressive Mood",0.572
usr_03112,Exam Warrior,16,Female,6.5,2.6,11.8,97,"Burnout, Exam Anxiety, Imposter Syndrome, Fear of Failure",0.827
usr_03113,Parent,48,Female,6.5,3.6,6.6,97,"Relationship Friction, Chronic Illness, Time Management, Invisible Load, Financial Pressure",0.559
usr_03114,Teen,14,Female,6.4,7.4,5.1,93,"Peer Pressure, Social Media, Depressive Mood, Academic Overload",0.459
usr_03115,Corporate,24,Female,6.5,3.8,6.3,61,"Time Management, Manager Toxicity, Clinical Anxiety, Sedentary Lifestyle, Burnout",0.684
usr_03116,Parent,44,Male,5.9,4.1,10.0,65,"Financial Pressure, Time Management, Relationship Friction, Chronic Illness, Career-Home Balance",0.695
usr_03117,Working Woman,40,Female,6.3,5.7,8.1,38,"Imposter Syndrome, Invisible Load, Burnout, Financial Pressure, Career-Home Balance",0.719
usr_03118,Teen,18,Female,5.0,5.2,5.7,34,"Fear of Failure, Peer Pressure, Social Media, Academic Overload",0.665
usr_03119,Teen,15,Female,7.2,6.6,1.8,39,"Dietary Neglect, Academic Overload, Peer Pressure, Time Management",0.454
usr_03120,Corporate,54,Male,5.3,6.9,6.4,92,"Meeting Fatigue, Time Management, Clinical Anxiety, Manager Toxicity, Sedentary Lifestyle",0.63
usr_03121,Exam Warrior,17,Male,5.4,3.2,12.9,61,"Fear of Failure, Academic Overload, Sleep Deprivation, Imposter Syndrome, Exam Anxiety",0.962
usr_03122,Corporate,53,Male,5.4,3.9,7.5,71,"Financial Pressure, Clinical Anxiety, Burnout, Time Management",0.65
usr_03123,Teen,14,Female,6.7,7.5,4.3,49,"Academic Overload, Time Management, Fear of Failure, Depressive Mood",0.589
usr_03124,Corporate,24,Female,6.0,8.1,8.6,93,"Burnout, Time Management, Financial Pressure, Sedentary Lifestyle, Manager Toxicity",0.665
usr_03125,Teen,16,Female,7.1,6.4,6.0,68,"Academic Overload, Fear of Failure, Depressive Mood, Peer Pressure",0.581
usr_03126,Exam Warrior,16,Male,5.1,3.6,11.6,38,"Burnout, Time Management, Academic Overload, Fear of Failure, Exam Anxiety",0.95
usr_03127,Exam Warrior,19,Female,6.3,3.6,11.3,49,"Time Management, Sleep Deprivation, Imposter Syndrome, Fear of Failure",0.709
usr_03128,Working Woman,41,Female,6.4,3.0,8.6,95,"Burnout, Imposter Syndrome, Invisible Load, Career-Home Balance",0.564
usr_03129,Parent,40,Female,7.3,2.6,8.5,39,"Time Management, Financial Pressure, Teen Disconnect, Chronic Illness",0.534
usr_03130,Parent,44,Male,6.5,2.3,10.2,86,"Teen Disconnect, Chronic Illness, Career-Home Balance, Relationship Friction, Invisible Load",0.681
usr_03131,Working Woman,35,Female,4.9,4.8,7.9,72,"Career-Home Balance, Burnout, Imposter Syndrome, Relationship Friction, Invisible Load",0.807
usr_03132,Teen,14,Male,6.5,6.3,5.8,76,"Fear of Failure, Peer Pressure, Time Management, Social Media, Academic Overload",0.543
usr_03133,Exam Warrior,20,Female,6.9,3.3,11.3,75,"Sleep Deprivation, Exam Anxiety, Time Management, Fear of Failure",0.766
usr_03134,Working Woman,41,Female,5.9,4.2,8.5,56,"Financial Pressure, Burnout, Sleep Deprivation, Career-Home Balance, Invisible Load",0.729
usr_03135,Teen,18,Female,6.2,5.8,6.4,16,"Dietary Neglect, Peer Pressure, Time Management, Social Media",0.421
usr_03136,Corporate,47,Male,5.6,4.0,10.7,47,"Clinical Anxiety, Burnout, Meeting Fatigue, Manager Toxicity",0.749
usr_03137,Working Woman,44,Female,6.3,3.1,7.3,73,"Relationship Friction, Burnout, Financial Pressure, Imposter Syndrome",0.664
usr_03138,Exam Warrior,19,Female,6.6,4.3,10.0,78,"Fear of Failure, Sleep Deprivation, Time Management, Imposter Syndrome",0.557
usr_03139,Corporate,59,Female,5.0,3.7,8.9,34,"Meeting Fatigue, Manager Toxicity, Clinical Anxiety, Burnout",0.725
usr_03140,Teen,16,Female,8.6,9.7,4.6,81,"Academic Overload, Peer Pressure, Depressive Mood, Social Media",0.512
usr_03141,Parent,41,Male,6.3,3.1,6.6,69,"Financial Pressure, Invisible Load, Time Management, Career-Home Balance, Relationship Friction",0.611
usr_03142,Exam Warrior,18,Non-binary,6.4,2.4,11.8,51,"Academic Overload, Fear of Failure, Time Management, Imposter Syndrome, Burnout",0.843
usr_03143,Teen,18,Male,7.8,11.4,3.8,21,"Depressive Mood, Peer Pressure, Dietary Neglect, Social Media",0.589
usr_03144,Parent,48,Male,7.0,1.9,7.2,81,"Relationship Friction, Financial Pressure, Teen Disconnect, Career-Home Balance",0.554
usr_03145,Corporate,29,Female,5.2,4.4,8.8,5,"Sedentary Lifestyle, Time Management, Financial Pressure, Clinical Anxiety, Meeting Fatigue",0.734
usr_03146,Parent,37,Female,5.7,1.8,8.5,11,"Time Management, Chronic Illness, Career-Home Balance, Relationship Friction, Financial Pressure",0.748
usr_03147,Exam Warrior,18,Male,5.2,4.7,11.7,71,"Fear of Failure, Sleep Deprivation, Academic Overload, Time Management, Exam Anxiety",0.908
usr_03148,Working Woman,31,Female,7.2,2.5,6.3,46,"Invisible Load, Financial Pressure, Imposter Syndrome, Sleep Deprivation",0.661
usr_03149,Teen,17,Female,7.4,5.0,4.9,59,"Time Management, Academic Overload, Depressive Mood, Dietary Neglect",0.484
usr_03150,Teen,18,Male,7.6,7.4,3.5,74,"Fear of Failure, Social Media, Dietary Neglect, Academic Overload, Depressive Mood",0.587
usr_03151,Parent,53,Female,5.5,0.0,11.1,0,"Financial Pressure, Relationship Friction, Invisible Load, Time Management",0.764
usr_03152,Parent,44,Male,6.6,2.0,8.7,12,"Time Management, Career-Home Balance, Relationship Friction, Financial Pressure",0.626
usr_03153,Parent,48,Female,8.2,2.1,9.4,48,"Teen Disconnect, Financial Pressure, Relationship Friction, Career-Home Balance",0.563
usr_03154,Parent,46,Female,5.7,1.8,6.1,66,"Relationship Friction, Invisible Load, Time Management, Career-Home Balance, Teen Disconnect",0.624
usr_03155,Corporate,54,Female,6.3,6.6,9.8,90,"Manager Toxicity, Time Management, Burnout, Clinical Anxiety, Sedentary Lifestyle",0.737
usr_03156,Corporate,45,Female,5.4,6.7,8.7,14,"Meeting Fatigue, Clinical Anxiety, Burnout, Financial Pressure",0.827
usr_03157,Teen,15,Female,7.7,8.0,3.7,0,"Academic Overload, Depressive Mood, Dietary Neglect, Social Media, Fear of Failure",0.689
usr_03158,Working Woman,37,Female,6.6,4.8,9.4,99,"Imposter Syndrome, Financial Pressure, Sleep Deprivation, Burnout, Invisible Load",0.674
usr_03159,Corporate,35,Male,5.8,7.0,10.3,28,"Burnout, Meeting Fatigue, Financial Pressure, Manager Toxicity, Time Management",0.748
usr_03160,Corporate,56,Male,6.6,6.2,8.4,55,"Burnout, Clinical Anxiety, Manager Toxicity, Meeting Fatigue",0.64
usr_03161,Exam Warrior,19,Female,5.4,3.9,12.1,83,"Exam Anxiety, Sleep Deprivation, Fear of Failure, Burnout",0.911
usr_03162,Teen,18,Female,5.9,9.5,7.2,33,"Academic Overload, Dietary Neglect, Fear of Failure, Depressive Mood",0.623
usr_03163,Exam Warrior,16,Female,5.6,2.1,10.3,81,"Sleep Deprivation, Burnout, Imposter Syndrome, Time Management, Exam Anxiety",0.833
usr_03164,Corporate,25,Female,5.9,4.8,7.1,73,"Time Management, Clinical Anxiety, Financial Pressure, Burnout",0.681
usr_03165,Exam Warrior,18,Female,6.1,3.9,12.8,31,"Fear of Failure, Academic Overload, Burnout, Imposter Syndrome",0.87
usr_03166,Exam Warrior,15,Female,5.4,3.7,11.3,35,"Fear of Failure, Time Management, Imposter Syndrome, Exam Anxiety, Burnout",1.0
usr_03167,Working Woman,33,Female,5.1,6.0,6.1,90,"Imposter Syndrome, Burnout, Career-Home Balance, Invisible Load, Sleep Deprivation",0.755
usr_03168,Parent,33,Female,6.9,2.4,6.7,17,"Teen Disconnect, Financial Pressure, Time Management, Relationship Friction, Career-Home Balance",0.691
usr_03169,Corporate,46,Male,5.4,9.0,11.1,78,"Time Management, Manager Toxicity, Clinical Anxiety, Meeting Fatigue",0.775
usr_03170,Corporate,23,Male,6.5,4.0,10.7,51,"Burnout, Clinical Anxiety, Manager Toxicity, Financial Pressure",0.792
usr_03171,Working Woman,42,Female,4.7,4.4,11.3,33,"Sleep Deprivation, Burnout, Invisible Load, Career-Home Balance, Relationship Friction",0.972
usr_03172,Working Woman,41,Female,3.1,5.4,11.2,23,"Sleep Deprivation, Burnout, Invisible Load, Financial Pressure",1.0
usr_03173,Teen,17,Female,6.1,6.8,7.6,11,"Dietary Neglect, Fear of Failure, Time Management, Depressive Mood, Peer Pressure",0.672
usr_03174,Parent,50,Male,5.7,2.4,7.8,19,"Chronic Illness, Invisible Load, Time Management, Career-Home Balance, Relationship Friction",0.731
usr_03175,Teen,17,Male,4.7,5.6,6.9,64,"Time Management, Peer Pressure, Dietary Neglect, Fear of Failure, Academic Overload",0.632
usr_03176,Teen,14,Female,8.5,6.2,3.1,96,"Peer Pressure, Social Media, Academic Overload, Time Management",0.354
usr_03177,Exam Warrior,21,Female,4.5,4.1,9.1,94,"Burnout, Sleep Deprivation, Time Management, Academic Overload, Imposter Syndrome",0.806
usr_03178,Working Woman,25,Female,6.5,2.7,8.0,18,"Invisible Load, Financial Pressure, Imposter Syndrome, Sleep Deprivation, Relationship Friction",0.729
usr_03179,Exam Warrior,15,Female,6.4,4.8,9.8,57,"Sleep Deprivation, Fear of Failure, Imposter Syndrome, Time Management",0.625
usr_03180,Working Woman,30,Female,5.8,5.2,7.1,9,"Career-Home Balance, Invisible Load, Financial Pressure, Imposter Syndrome, Relationship Friction",0.744
usr_03181,Teen,13,Female,9.2,5.6,3.3,1,"Academic Overload, Time Management, Fear of Failure, Depressive Mood, Social Media",0.686
usr_03182,Working Woman,28,Female,4.9,2.5,5.8,77,"Career-Home Balance, Financial Pressure, Burnout, Invisible Load",0.727
usr_03183,Teen,13,Female,7.1,7.4,6.3,84,"Social Media, Academic Overload, Depressive Mood, Time Management, Dietary Neglect",0.467
usr_03184,Exam Warrior,18,Female,5.6,4.1,11.9,76,"Academic Overload, Exam Anxiety, Burnout, Sleep Deprivation, Imposter Syndrome",0.923
usr_03185,Working Woman,23,Female,4.5,4.4,8.4,58,"Career-Home Balance, Burnout, Sleep Deprivation, Financial Pressure, Imposter Syndrome",0.858
usr_03186,Corporate,45,Male,5.9,7.0,9.9,43,"Time Management, Clinical Anxiety, Manager Toxicity, Meeting Fatigue",0.633
usr_03187,Corporate,22,Male,6.2,5.3,8.0,33,"Sedentary Lifestyle, Manager Toxicity, Meeting Fatigue, Financial Pressure",0.571
usr_03188,Corporate,44,Male,7.4,5.1,9.8,69,"Sedentary Lifestyle, Time Management, Burnout, Clinical Anxiety, Financial Pressure",0.736
usr_03189,Working Woman,23,Female,5.6,5.4,8.6,96,"Relationship Friction, Sleep Deprivation, Invisible Load, Career-Home Balance",0.567
usr_03190,Teen,18,Female,7.1,4.5,2.5,39,"Academic Overload, Social Media, Peer Pressure, Depressive Mood, Dietary Neglect",0.516
usr_03191,Parent,51,Male,5.5,1.5,4.5,71,"Financial Pressure, Teen Disconnect, Invisible Load, Career-Home Balance, Chronic Illness",0.695
usr_03192,Working Woman,42,Female,5.2,3.4,11.5,75,"Sleep Deprivation, Financial Pressure, Invisible Load, Relationship Friction, Burnout",0.831
usr_03193,Exam Warrior,18,Male,5.4,3.6,12.0,30,"Burnout, Exam Anxiety, Imposter Syndrome, Sleep Deprivation, Academic Overload",1.0
usr_03194,Exam Warrior,20,Male,4.6,4.6,9.0,33,"Time Management, Fear of Failure, Imposter Syndrome, Academic Overload",0.731
usr_03195,Exam Warrior,19,Female,5.4,2.2,10.4,92,"Exam Anxiety, Burnout, Sleep Deprivation, Imposter Syndrome, Academic Overload",0.759
usr_03196,Parent,36,Female,7.8,2.9,7.0,36,"Invisible Load, Chronic Illness, Career-Home Balance, Financial Pressure",0.666
usr_03197,Parent,36,Non-binary,6.4,1.6,6.1,60,"Relationship Friction, Chronic Illness, Career-Home Balance, Financial Pressure",0.618
usr_03198,Teen,15,Non-binary,4.9,7.1,5.7,54,"Academic Overload, Time Management, Peer Pressure, Fear of Failure",0.573
usr_03199,Parent,34,Male,7.2,4.7,9.2,94,"Relationship Friction, Career-Home Balance, Financial Pressure, Invisible Load",0.602
usr_03200,Exam Warrior,17,Female,5.0,5.4,10.4,44,"Burnout, Sleep Deprivation, Time Management, Imposter Syndrome, Academic Overload",0.845
usr_03201,Working Woman,25,Female,5.5,4.0,7.7,46,"Burnout, Career-Home Balance, Imposter Syndrome, Financial Pressure, Invisible Load",0.775
usr_03202,Exam Warrior,18,Female,6.0,1.6,10.2,34,"Academic Overload, Fear of Failure, Imposter Syndrome, Exam Anxiety",0.735
usr_03203,Exam Warrior,17,Female,6.4,1.9,10.2,66,"Exam Anxiety, Sleep Deprivation, Time Management, Fear of Failure",0.701
usr_03204,Working Woman,33,Female,5.2,2.6,9.1,25,"Burnout, Career-Home Balance, Sleep Deprivation, Invisible Load",0.762
usr_03205,Corporate,51,Male,6.3,7.3,8.0,52,"Clinical Anxiety, Meeting Fatigue, Financial Pressure, Manager Toxicity, Sedentary Lifestyle",0.627
usr_03206,Corporate,59,Female,7.3,4.5,7.7,15,"Time Management, Clinical Anxiety, Burnout, Meeting Fatigue, Financial Pressure",0.767
usr_03207,Corporate,45,Male,6.7,6.0,12.7,88,"Time Management, Financial Pressure, Burnout, Meeting Fatigue",0.614
usr_03208,Parent,32,Male,6.1,3.5,10.1,59,"Relationship Friction, Financial Pressure, Career-Home Balance, Teen Disconnect",0.604
usr_03209,Teen,15,Male,5.5,9.3,6.5,54,"Social Media, Fear of Failure, Academic Overload, Peer Pressure",0.569
usr_03210,Corporate,58,Female,6.0,7.6,12.9,85,"Time Management, Financial Pressure, Clinical Anxiety, Meeting Fatigue, Manager Toxicity",0.81
usr_03211,Teen,16,Non-binary,7.3,5.0,5.4,96,"Dietary Neglect, Fear of Failure, Academic Overload, Depressive Mood",0.497
usr_03212,Teen,14,Male,6.6,8.9,4.1,89,"Social Media, Peer Pressure, Fear of Failure, Academic Overload",0.509
usr_03213,Parent,51,Female,7.1,5.6,9.3,48,"Relationship Friction, Career-Home Balance, Financial Pressure, Teen Disconnect",0.576
usr_03214,Parent,35,Female,6.3,3.0,9.4,80,"Financial Pressure, Chronic Illness, Time Management, Relationship Friction",0.551
usr_03215,Exam Warrior,16,Male,6.4,3.7,12.3,94,"Fear of Failure, Imposter Syndrome, Time Management, Academic Overload, Exam Anxiety",0.8
usr_03216,Working Woman,23,Female,5.7,4.1,8.4,32,"Sleep Deprivation, Imposter Syndrome, Relationship Friction, Financial Pressure",0.607
usr_03217,Exam Warrior,16,Male,6.6,1.1,12.6,31,"Exam Anxiety, Time Management, Academic Overload, Fear of Failure, Imposter Syndrome",0.904
usr_03218,Parent,44,Non-binary,6.4,2.2,7.5,52,"Career-Home Balance, Time Management, Chronic Illness, Invisible Load",0.598
usr_03219,Parent,45,Female,6.9,3.0,9.0,73,"Chronic Illness, Invisible Load, Time Management, Financial Pressure, Relationship Friction",0.654
usr_03220,Exam Warrior,21,Female,5.4,5.2,11.8,54,"Academic Overload, Imposter Syndrome, Sleep Deprivation, Burnout",0.806
usr_03221,Teen,16,Male,8.2,6.0,2.9,59,"Social Media, Fear of Failure, Depressive Mood, Dietary Neglect, Peer Pressure",0.551
usr_03222,Exam Warrior,15,Female,4.7,3.6,9.1,74,"Academic Overload, Time Management, Imposter Syndrome, Fear of Failure",0.674
usr_03223,Parent,36,Male,6.1,4.0,7.9,87,"Invisible Load, Chronic Illness, Financial Pressure, Relationship Friction, Time Management",0.647
usr_03224,Parent,36,Male,6.9,1.6,9.7,90,"Time Management, Teen Disconnect, Financial Pressure, Career-Home Balance, Chronic Illness",0.685
usr_03225,Working Woman,41,Female,5.2,3.9,6.9,38,"Invisible Load, Financial Pressure, Career-Home Balance, Relationship Friction, Burnout",0.856
usr_03226,Exam Warrior,15,Male,6.6,1.3,10.1,84,"Fear of Failure, Academic Overload, Exam Anxiety, Imposter Syndrome, Sleep Deprivation",0.767
usr_03227,Teen,17,Male,6.8,7.7,5.6,47,"Dietary Neglect, Fear of Failure, Time Management, Academic Overload",0.512
usr_03228,Working Woman,44,Female,6.5,4.4,9.2,98,"Financial Pressure, Sleep Deprivation, Imposter Syndrome, Invisible Load",0.528
usr_03229,Teen,16,Female,5.5,7.6,3.5,14,"Time Management, Peer Pressure, Dietary Neglect, Fear of Failure, Social Media",0.574
usr_03230,Working Woman,25,Female,7.6,2.4,7.7,12,"Burnout, Financial Pressure, Imposter Syndrome, Career-Home Balance",0.725
usr_03231,Corporate,41,Female,6.1,5.3,10.4,33,"Burnout, Financial Pressure, Time Management, Clinical Anxiety",0.734
usr_03232,Working Woman,37,Female,5.0,2.7,9.6,43,"Sleep Deprivation, Career-Home Balance, Burnout, Invisible Load, Financial Pressure",0.879
usr_03233,Working Woman,40,Female,4.8,3.5,7.2,8,"Sleep Deprivation, Relationship Friction, Imposter Syndrome, Career-Home Balance",0.796
usr_03234,Teen,13,Female,9.2,6.4,4.6,90,"Depressive Mood, Fear of Failure, Academic Overload, Peer Pressure, Time Management",0.575
usr_03235,Working Woman,23,Female,6.1,4.2,9.7,78,"Sleep Deprivation, Career-Home Balance, Imposter Syndrome, Invisible Load",0.595
usr_03236,Parent,49,Female,5.4,0.9,7.8,9,"Career-Home Balance, Chronic Illness, Time Management, Teen Disconnect, Relationship Friction",0.733
usr_03237,Teen,18,Female,5.7,8.3,6.1,4,"Dietary Neglect, Social Media, Depressive Mood, Peer Pressure",0.606
usr_03238,Corporate,58,Female,7.6,5.6,6.8,79,"Clinical Anxiety, Meeting Fatigue, Manager Toxicity, Burnout",0.66
usr_03239,Corporate,39,Male,5.7,6.2,11.6,78,"Meeting Fatigue, Burnout, Sedentary Lifestyle, Time Management, Clinical Anxiety",0.71
usr_03240,Working Woman,29,Female,5.7,3.2,6.2,91,"Burnout, Sleep Deprivation, Financial Pressure, Imposter Syndrome",0.588
usr_03241,Exam Warrior,20,Male,5.9,2.3,12.7,31,"Burnout, Exam Anxiety, Time Management, Fear of Failure",0.905
usr_03242,Teen,16,Female,6.4,5.2,5.6,68,"Dietary Neglect, Peer Pressure, Time Management, Fear of Failure, Academic Overload",0.514
usr_03243,Parent,32,Male,4.5,3.8,8.8,67,"Chronic Illness, Teen Disconnect, Time Management, Financial Pressure",0.617
usr_03244,Teen,18,Female,5.2,5.9,2.8,94,"Fear of Failure, Peer Pressure, Time Management, Depressive Mood",0.51
usr_03245,Parent,47,Female,6.3,2.9,7.0,71,"Invisible Load, Time Management, Career-Home Balance, Teen Disconnect, Financial Pressure",0.583
usr_03246,Teen,14,Female,5.5,7.4,7.3,60,"Dietary Neglect, Academic Overload, Social Media, Depressive Mood, Time Management",0.528
usr_03247,Parent,47,Female,6.4,3.7,6.7,86,"Financial Pressure, Chronic Illness, Relationship Friction, Teen Disconnect",0.517
usr_03248,Exam Warrior,21,Male,7.1,4.7,13.1,8,"Time Management, Imposter Syndrome, Academic Overload, Sleep Deprivation",0.806
usr_03249,Parent,49,Female,7.4,3.2,7.3,26,"Career-Home Balance, Time Management, Invisible Load, Financial Pressure, Teen Disconnect",0.638
usr_03250,Corporate,28,Male,5.5,4.1,7.1,26,"Time Management, Manager Toxicity, Burnout, Meeting Fatigue",0.696
usr_03251,Corporate,54,Male,6.1,6.7,9.6,83,"Financial Pressure, Meeting Fatigue, Clinical Anxiety, Time Management",0.535
usr_03252,Parent,32,Male,6.0,3.8,8.0,29,"Career-Home Balance, Relationship Friction, Teen Disconnect, Financial Pressure",0.585
usr_03253,Working Woman,35,Female,4.5,3.5,9.3,92,"Financial Pressure, Relationship Friction, Sleep Deprivation, Invisible Load",0.694
usr_03254,Corporate,58,Male,6.4,5.6,7.1,86,"Time Management, Clinical Anxiety, Sedentary Lifestyle, Meeting Fatigue",0.416
usr_03255,Parent,46,Male,7.4,2.9,6.7,35,"Chronic Illness, Teen Disconnect, Career-Home Balance, Financial Pressure",0.649
usr_03256,Parent,34,Male,6.2,5.3,5.9,36,"Chronic Illness, Relationship Friction, Career-Home Balance, Teen Disconnect, Time Management",0.64
usr_03257,Corporate,26,Male,5.5,5.1,8.6,55,"Meeting Fatigue, Financial Pressure, Manager Toxicity, Clinical Anxiety",0.645
usr_03258,Parent,51,Female,7.2,4.6,10.7,38,"Financial Pressure, Career-Home Balance, Time Management, Relationship Friction, Teen Disconnect",0.729
usr_03259,Corporate,48,Male,4.8,6.1,9.4,30,"Burnout, Time Management, Meeting Fatigue, Sedentary Lifestyle, Manager Toxicity",0.797
usr_03260,Parent,40,Male,5.0,2.2,7.8,26,"Teen Disconnect, Career-Home Balance, Time Management, Financial Pressure",0.608
usr_03261,Working Woman,27,Female,6.1,2.1,8.0,75,"Relationship Friction, Career-Home Balance, Financial Pressure, Invisible Load",0.635
usr_03262,Exam Warrior,21,Female,5.1,3.9,13.0,41,"Exam Anxiety, Time Management, Burnout, Sleep Deprivation, Fear of Failure",1.0
usr_03263,Parent,32,Male,5.9,2.8,6.6,9,"Financial Pressure, Chronic Illness, Invisible Load, Teen Disconnect",0.673
usr_03264,Exam Warrior,16,Female,5.0,4.0,14.2,80,"Exam Anxiety, Burnout, Imposter Syndrome, Time Management",0.951
usr_03265,Parent,39,Male,7.2,0.8,8.7,98,"Chronic Illness, Time Management, Career-Home Balance, Teen Disconnect, Financial Pressure",0.618
usr_03266,Exam Warrior,17,Non-binary,6.1,2.0,11.2,34,"Burnout, Academic Overload, Exam Anxiety, Time Management",0.778
usr_03267,Corporate,46,Male,6.0,6.7,12.1,39,"Financial Pressure, Burnout, Manager Toxicity, Clinical Anxiety, Time Management",0.96
usr_03268,Working Woman,26,Female,5.6,5.0,9.4,69,"Invisible Load, Burnout, Relationship Friction, Sleep Deprivation",0.743
usr_03269,Teen,15,Female,7.5,5.8,6.4,97,"Academic Overload, Time Management, Social Media, Fear of Failure, Depressive Mood",0.565
usr_03270,Corporate,26,Female,5.0,5.4,9.0,31,"Burnout, Meeting Fatigue, Manager Toxicity, Sedentary Lifestyle",0.721
usr_03271,Teen,14,Male,7.7,6.4,6.0,94,"Depressive Mood, Social Media, Academic Overload, Peer Pressure",0.404
usr_03272,Exam Warrior,15,Male,5.2,2.2,10.3,8,"Fear of Failure, Imposter Syndrome, Sleep Deprivation, Time Management",0.744
usr_03273,Corporate,28,Female,4.0,3.6,8.6,67,"Burnout, Financial Pressure, Sedentary Lifestyle, Meeting Fatigue, Time Management",0.721
usr_03274,Parent,41,Male,8.4,3.2,6.9,22,"Relationship Friction, Chronic Illness, Financial Pressure, Teen Disconnect",0.625
usr_03275,Working Woman,26,Female,4.3,4.9,9.9,6,"Career-Home Balance, Financial Pressure, Burnout, Relationship Friction, Imposter Syndrome",1.0
usr_03276,Teen,14,Male,7.9,6.2,2.8,52,"Fear of Failure, Peer Pressure, Academic Overload, Time Management, Dietary Neglect",0.5
usr_03277,Exam Warrior,15,Non-binary,6.5,2.9,9.5,64,"Burnout, Fear of Failure, Sleep Deprivation, Exam Anxiety, Time Management",0.776
usr_03278,Exam Warrior,16,Female,5.9,2.1,11.1,51,"Burnout, Imposter Syndrome, Sleep Deprivation, Academic Overload, Exam Anxiety",0.935
usr_03279,Working Woman,36,Female,5.3,3.0,7.8,93,"Burnout, Financial Pressure, Career-Home Balance, Imposter Syndrome",0.639
usr_03280,Parent,35,Female,6.1,5.0,9.0,73,"Chronic Illness, Financial Pressure, Invisible Load, Teen Disconnect",0.579
usr_03281,Parent,32,Male,6.4,2.6,6.6,3,"Financial Pressure, Time Management, Teen Disconnect, Invisible Load",0.519
usr_03282,Parent,36,Female,5.1,1.2,4.8,56,"Time Management, Teen Disconnect, Invisible Load, Relationship Friction",0.608
usr_03283,Parent,38,Male,8.1,3.4,8.9,42,"Financial Pressure, Career-Home Balance, Teen Disconnect, Chronic Illness",0.592
usr_03284,Corporate,30,Female,6.2,7.9,7.6,50,"Financial Pressure, Burnout, Clinical Anxiety, Time Management",0.674
usr_03285,Parent,49,Male,6.6,2.1,8.6,62,"Career-Home Balance, Financial Pressure, Relationship Friction, Time Management",0.602
usr_03286,Exam Warrior,21,Male,7.3,3.7,9.1,86,"Imposter Syndrome, Time Management, Exam Anxiety, Burnout",0.711
usr_03287,Corporate,51,Male,5.8,4.4,8.6,28,"Time Management, Clinical Anxiety, Sedentary Lifestyle, Meeting Fatigue, Manager Toxicity",0.661
usr_03288,Teen,15,Non-binary,8.8,7.7,2.0,14,"Dietary Neglect, Depressive Mood, Peer Pressure, Time Management",0.566
usr_03289,Working Woman,37,Female,5.4,5.0,7.2,71,"Imposter Syndrome, Career-Home Balance, Sleep Deprivation, Burnout, Financial Pressure",0.749
usr_03290,Corporate,34,Male,5.8,7.6,8.7,44,"Time Management, Burnout, Meeting Fatigue, Financial Pressure, Manager Toxicity",0.752
usr_03291,Parent,34,Female,6.7,2.3,9.2,43,"Financial Pressure, Teen Disconnect, Time Management, Relationship Friction, Career-Home Balance",0.611
usr_03292,Teen,16,Female,5.5,6.3,4.0,64,"Peer Pressure, Academic Overload, Social Media, Fear of Failure, Time Management",0.573
usr_03293,Corporate,42,Male,4.6,7.3,7.3,95,"Meeting Fatigue, Manager Toxicity, Time Management, Burnout, Financial Pressure",0.767
usr_03294,Corporate,54,Male,6.1,8.3,8.2,84,"Sedentary Lifestyle, Time Management, Meeting Fatigue, Clinical Anxiety",0.489
usr_03295,Exam Warrior,19,Male,5.1,3.0,13.0,93,"Academic Overload, Fear of Failure, Burnout, Time Management",0.828
usr_03296,Working Woman,36,Female,6.9,2.5,8.3,91,"Imposter Syndrome, Career-Home Balance, Burnout, Sleep Deprivation, Financial Pressure",0.683
usr_03297,Parent,33,Female,6.3,2.5,5.2,13,"Teen Disconnect, Financial Pressure, Relationship Friction, Chronic Illness",0.68
usr_03298,Corporate,39,Male,5.3,1.4,9.9,75,"Sedentary Lifestyle, Clinical Anxiety, Manager Toxicity, Burnout",0.751
usr_03299,Teen,18,Female,9.5,7.6,5.5,39,"Depressive Mood, Fear of Failure, Time Management, Dietary Neglect, Academic Overload",0.603
usr_03300,Teen,17,Male,5.2,7.3,6.5,65,"Fear of Failure, Depressive Mood, Time Management, Dietary Neglect",0.53
usr_03301,Working Woman,34,Female,7.1,3.6,10.8,45,"Invisible Load, Relationship Friction, Financial Pressure, Sleep Deprivation, Burnout",0.816
usr_03302,Exam Warrior,16,Female,6.4,5.2,12.7,49,"Burnout, Fear of Failure, Sleep Deprivation, Imposter Syndrome, Time Management",0.9
usr_03303,Corporate,56,Male,6.0,6.5,11.0,91,"Sedentary Lifestyle, Burnout, Manager Toxicity, Financial Pressure, Clinical Anxiety",0.801
usr_03304,Exam Warrior,15,Female,6.1,4.5,12.0,82,"Sleep Deprivation, Burnout, Exam Anxiety, Academic Overload, Time Management",0.9
